Temps (en s),Position (en mm),Force (en kN),Inclinaison (en °),Pressure (en bar),AIO1 (50mm) (en mm),AIO3 (Temp Ch) (en °C),AIO4 (100mm) (en mm),AIO5(50mm) (en mm),AIO6(100mm) (en mm),Angle (body) (en °),angle (riser) (en °),
158.2800,57.68,5.98,-3.209,92.1,-1.25,62.4,-3.57,-5.07,-9.10,-0.442,5.036,
158.2900,57.90,5.77,-3.512,92.7,-2.01,62.2,-5.62,-5.88,-10.71,-0.484,5.040,
158.3000,58.26,5.52,-3.209,92.2,-1.25,62.3,-3.56,-5.07,-9.07,-0.442,5.076,
158.3100,58.47,5.92,-3.523,92.1,-2.01,61.8,-5.64,-5.88,-10.71,-0.485,5.123,
158.3200,58.74,6.47,-3.217,92.8,-1.25,61.7,-3.57,-5.06,-9.08,-0.442,5.192,
158.3300,58.94,7.05,-3.545,92.7,-2.00,61.7,-5.63,-5.87,-10.71,-0.485,5.271,
158.3400,59.16,7.87,-3.257,92.7,-1.25,61.7,-3.56,-5.06,-9.09,-0.441,5.365,
158.3500,59.29,8.85,-3.584,92.5,-2.02,61.7,-5.63,-5.88,-10.72,-0.484,5.450,
158.3600,59.66,10.38,-3.297,92.7,-1.25,62.0,-3.56,-5.06,-9.09,-0.441,5.542,
158.3700,59.78,11.69,-3.611,92.7,-2.01,62.0,-5.65,-5.88,-10.71,-0.485,5.627,
158.3800,60.19,13.18,-3.314,92.4,-1.24,62.0,-3.57,-5.06,-9.08,-0.442,5.706,
158.3900,60.63,14.53,-3.629,92.9,-2.00,62.0,-5.63,-5.88,-10.71,-0.486,5.766,
158.4000,60.63,15.50,-3.335,92.7,-1.25,62.0,-3.55,-5.07,-9.09,-0.442,5.819,
158.4100,61.10,16.60,-3.640,92.1,-2.01,61.9,-5.64,-5.88,-10.72,-0.486,5.847,
158.4200,61.18,17.15,-3.340,92.9,-1.25,62.0,-3.57,-5.07,-9.08,-0.441,5.851,
158.4300,61.12,17.70,-3.655,92.6,-2.01,62.0,-5.65,-5.88,-10.71,-0.485,5.838,
158.4400,61.52,17.52,-3.333,92.6,-1.24,62.1,-3.56,-5.06,-9.07,-0.443,5.793,
158.4500,61.80,17.46,-3.625,92.7,-2.00,62.4,-5.64,-5.89,-10.72,-0.486,5.742,
158.4600,62.04,16.60,-3.310,92.6,-1.25,62.3,-3.55,-5.07,-9.09,-0.442,5.659,
158.4700,62.42,16.02,-3.604,92.5,-2.02,62.3,-5.66,-5.89,-10.71,-0.486,5.565,
158.4800,62.62,14.77,-3.281,92.4,-1.24,62.0,-3.57,-5.07,-9.08,-0.441,5.467,
158.4900,62.75,13.52,-3.557,92.4,-2.01,61.8,-5.69,-5.89,-10.72,-0.487,5.364,
158.5000,62.90,12.12,-3.245,92.4,-1.24,61.8,-3.59,-5.07,-9.08,-0.441,5.249,
158.5100,63.04,10.77,-3.528,92.6,-2.02,61.7,-5.69,-5.88,-10.72,-0.486,5.145,
158.5200,63.24,9.40,-3.218,92.7,-1.23,62.0,-3.58,-5.07,-9.08,-0.439,5.055,
158.5300,63.39,8.15,-3.497,93.1,-2.02,61.8,-5.70,-5.89,-10.72,-0.486,4.985,
158.5400,63.57,7.11,-3.185,91.8,-1.24,61.9,-3.59,-5.07,-9.08,-0.439,4.916,
158.5500,63.78,6.32,-3.491,92.9,-2.02,61.8,-5.71,-5.89,-10.72,-0.486,4.835,
158.5600,64.00,5.55,-3.179,92.7,-1.23,61.9,-3.59,-5.06,-9.07,-0.441,4.835,
158.5700,64.11,5.25,-3.474,92.7,-2.02,61.8,-5.70,-5.89,-10.71,-0.487,4.840,
158.5800,64.49,5.07,-3.180,92.7,-1.24,61.9,-3.58,-5.07,-9.09,-0.441,4.882,
158.5900,64.58,5.58,-3.480,92.7,-2.02,61.8,-5.68,-5.89,-10.72,-0.487,4.925,
158.6000,64.69,5.92,-3.202,92.4,-1.23,61.9,-3.56,-5.06,-9.06,-0.440,4.989,
158.6100,64.91,6.84,-3.505,92.6,-2.02,61.8,-5.68,-5.89,-10.72,-0.486,5.068,
158.6200,65.02,7.63,-3.219,92.5,-1.23,61.8,-3.56,-5.07,-9.08,-0.440,5.143,
158.6300,65.13,8.76,-3.535,92.7,-2.02,61.9,-5.68,-5.89,-10.73,-0.487,5.238,
158.6400,65.59,10.13,-3.248,92.7,-1.24,61.8,-3.55,-5.07,-9.07,-0.440,5.320,
158.6500,66.14,11.66,-3.571,92.2,-2.03,62.0,-5.68,-5.89,-10.72,-0.487,5.401,
158.6600,66.21,12.85,-3.281,92.5,-1.23,62.3,-3.54,-5.07,-9.07,-0.441,5.467,
158.6700,66.45,14.22,-3.591,92.4,-2.02,62.3,-5.68,-5.89,-10.72,-0.487,5.529,
158.6800,66.65,15.38,-3.299,92.5,-1.23,62.3,-3.55,-5.07,-9.08,-0.440,5.565,
158.6900,66.69,16.17,-3.604,92.5,-2.02,62.3,-5.68,-5.90,-10.73,-0.487,5.576,
158.7000,67.27,16.69,-3.300,93.0,-1.24,62.1,-3.55,-5.07,-9.08,-0.440,5.582,
158.7100,67.16,17.15,-3.597,92.1,-2.03,61.9,-5.68,-5.89,-10.71,-0.487,5.559,
158.7200,67.53,17.27,-3.289,92.4,-1.22,62.0,-3.54,-5.07,-9.06,-0.441,5.514,
158.7300,67.66,16.88,-3.571,92.5,-2.03,61.9,-5.68,-5.89,-10.72,-0.488,5.446,
158.7400,67.73,16.14,-3.262,92.5,-1.22,62.0,-3.54,-5.06,-9.06,-0.440,5.356,
158.7500,68.13,15.14,-3.547,92.7,-2.03,62.0,-5.67,-5.90,-10.72,-0.488,5.268,
158.7600,68.10,14.04,-3.231,92.6,-1.23,62.0,-3.55,-5.07,-9.07,-0.439,5.162,
158.7700,68.23,12.63,-3.516,92.0,-2.03,61.9,-5.65,-5.90,-10.71,-0.487,5.057,
158.7800,68.37,11.32,-3.197,92.4,-1.22,62.0,-3.54,-5.07,-9.07,-0.439,4.951,
158.7900,68.59,10.07,-3.485,92.6,-2.03,61.7,-5.68,-5.89,-10.72,-0.488,4.859,
158.8000,68.68,8.61,-3.163,92.4,-1.22,61.8,-3.53,-5.06,-9.06,-0.440,4.767,
158.8100,69.10,7.57,-3.452,92.1,-2.04,61.6,-5.67,-5.89,-10.73,-0.488,4.705,
158.8200,69.07,6.41,-3.148,92.9,-1.23,61.9,-3.53,-5.07,-9.06,-0.441,4.648,
158.8300,69.47,5.80,-3.440,92.8,-2.02,62.2,-5.65,-5.90,-10.71,-0.488,4.613,
158.8400,69.32,5.04,-3.132,92.4,-1.22,62.3,-3.52,-5.06,-9.05,-0.439,4.600,
158.8500,69.65,4.91,-3.442,92.7,-2.04,62.2,-5.69,-5.90,-10.72,-0.488,4.609,
158.8600,69.82,4.73,-3.136,93.0,-1.21,62.4,-3.52,-5.06,-9.06,-0.439,4.630,
158.8700,69.91,5.34,-3.446,92.7,-2.04,62.2,-5.67,-5.89,-10.71,-0.488,4.671,
158.8800,70.18,5.86,-3.165,92.1,-1.21,62.3,-3.50,-5.06,-9.04,-0.439,4.799,
158.8900,70.39,6.65,-3.468,92.7,-2.04,62.2,-5.69,-5.90,-10.74,-0.489,4.867,
158.9000,70.48,7.63,-3.187,92.7,-1.21,62.3,-3.52,-5.06,-9.05,-0.440,4.951,
158.9100,70.70,8.79,-3.500,92.5,-2.04,62.1,-5.69,-5.90,-10.72,-0.489,5.047,
158.9200,70.84,10.07,-3.214,92.2,-1.21,62.2,-3.51,-5.06,-9.05,-0.439,5.136,
158.9300,70.81,11.54,-3.535,92.5,-2.04,62.1,-5.69,-5.90,-10.73,-0.488,5.207,
158.9400,70.95,12.60,-3.244,92.2,-1.22,62.1,-3.48,-5.06,-9.05,-0.439,5.271,
158.9500,71.01,13.85,-3.560,92.7,-2.05,62.1,-5.70,-5.90,-10.72,-0.489,5.332,
158.9600,71.21,15.08,-3.263,92.6,-1.21,61.8,-3.51,-5.06,-9.05,-0.439,5.362,
158.9700,71.61,15.84,-3.563,92.8,-2.04,61.7,-5.69,-5.90,-10.72,-0.490,5.381,
158.9800,71.63,16.14,-3.273,92.8,-1.21,61.7,-3.51,-5.06,-9.06,-0.440,5.365,
158.9900,71.67,16.39,-3.560,92.6,-2.05,61.6,-5.68,-5.91,-10.73,-0.489,5.341,
159.0000,72.03,16.33,-3.268,92.4,-1.21,61.8,-3.50,-5.07,-9.05,-0.439,5.294,
159.0100,71.96,15.96,-3.558,92.6,-2.05,61.6,-5.70,-5.90,-10.73,-0.490,5.219,
159.0200,71.96,15.17,-3.246,92.5,-1.20,61.8,-3.50,-5.06,-9.04,-0.439,5.140,
159.0300,72.14,14.22,-3.515,92.2,-2.05,61.7,-5.71,-5.90,-10.72,-0.489,5.047,
159.0400,72.33,13.15,-3.204,92.3,-1.20,61.9,-3.50,-5.06,-9.04,-0.439,4.953,
159.0500,72.51,11.99,-3.493,92.9,-2.05,61.9,-5.71,-5.90,-10.74,-0.490,4.848,
159.0600,72.58,10.50,-3.172,92.9,-1.21,62.0,-3.49,-5.06,-9.05,-0.440,4.750,
159.0700,72.55,9.22,-3.454,92.6,-2.06,62.0,-5.73,-5.90,-10.74,-0.490,4.654,
159.0800,72.75,7.93,-3.145,92.4,-1.21,62.2,-3.52,-5.06,-9.05,-0.439,4.579,
159.0900,72.82,6.81,-3.426,92.1,-2.05,62.2,-5.74,-5.90,-10.73,-0.490,4.526,
159.1000,73.06,5.95,-3.130,92.7,-1.20,62.3,-3.50,-5.06,-9.06,-0.438,4.479,
159.1100,73.46,5.31,-3.417,92.4,-2.06,62.2,-5.74,-5.90,-10.74,-0.491,4.453,
159.1200,73.41,4.94,-3.126,92.7,-1.20,62.3,-3.52,-5.06,-9.04,-0.438,4.447,
159.1300,73.59,4.76,-3.427,92.6,-2.05,62.4,-5.76,-5.91,-10.74,-0.491,4.458,
159.1400,73.88,4.76,-3.125,92.6,-1.19,62.3,-3.52,-5.06,-9.04,-0.438,4.479,
159.1500,74.01,5.19,-3.428,92.2,-2.07,62.2,-5.76,-5.91,-10.73,-0.491,4.526,
159.1600,73.99,5.89,-3.147,92.7,-1.19,62.3,-3.53,-5.06,-9.04,-0.439,4.592,
159.1700,74.40,6.81,-3.451,92.8,-2.07,61.7,-5.77,-5.91,-10.75,-0.492,4.662,
159.1800,74.38,7.87,-3.181,92.5,-1.20,61.7,-3.52,-5.06,-9.05,-0.438,4.739,
159.1900,74.36,9.25,-3.481,92.9,-2.06,61.7,-5.78,-5.91,-10.74,-0.491,4.833,
159.2000,74.54,10.31,-3.201,92.7,-1.19,61.7,-3.52,-5.06,-9.03,-0.438,4.908,
159.2100,74.84,11.69,-3.505,92.5,-2.07,61.6,-5.74,-5.91,-10.73,-0.492,5.062,
159.2200,74.76,12.73,-3.228,92.6,-1.19,61.8,-3.50,-5.06,-9.04,-0.438,5.117,
159.2300,75.05,13.95,-3.525,92.4,-2.07,61.6,-5.74,-5.91,-10.75,-0.491,5.164,
159.2400,75.09,14.98,-3.246,92.3,-1.19,61.9,-3.49,-5.06,-9.03,-0.438,5.187,
159.2500,75.27,15.62,-3.542,92.3,-2.07,61.8,-5.75,-5.91,-10.74,-0.492,5.189,
159.2600,75.51,15.81,-3.254,92.1,-1.19,62.1,-3.49,-5.06,-9.03,-0.439,5.181,
159.2700,75.46,16.20,-3.533,92.7,-2.07,61.9,-5.73,-5.91,-10.74,-0.492,5.134,
159.2800,75.55,15.87,-3.236,92.6,-1.19,62.0,-3.48,-5.06,-9.04,-0.438,5.078,
159.2900,75.57,15.56,-3.512,92.7,-2.07,61.9,-5.74,-5.91,-10.75,-0.491,5.006,
159.3000,75.70,14.43,-3.212,92.4,-1.18,62.3,-3.48,-5.06,-9.03,-0.438,4.923,
159.3100,76.01,13.52,-3.495,93.2,-2.07,62.2,-5.75,-5.91,-10.75,-0.492,4.835,
159.3200,76.04,12.33,-3.188,92.3,-1.19,62.3,-3.46,-5.06,-9.02,-0.439,4.737,
159.3300,76.10,11.14,-3.456,92.9,-2.08,62.2,-5.76,-5.91,-10.75,-0.493,4.650,
159.3400,76.32,9.86,-3.152,92.5,-1.18,62.3,-3.47,-5.06,-9.04,-0.438,4.558,
159.3500,76.35,8.73,-3.420,92.4,-2.07,62.4,-5.74,-5.91,-10.75,-0.494,4.483,
159.3600,76.30,7.54,-3.126,92.7,-1.19,62.3,-3.48,-5.05,-9.02,-0.438,4.415,
159.3700,76.37,6.50,-3.401,92.7,-2.08,62.2,-5.73,-5.91,-10.74,-0.494,4.366,
159.3800,76.48,5.71,-3.104,92.5,-1.18,62.3,-3.48,-5.06,-9.03,-0.438,4.332,
159.3900,76.72,5.04,-3.396,92.5,-2.08,61.8,-5.76,-5.91,-10.75,-0.492,4.323,
159.4000,76.76,4.79,-3.110,92.6,-1.17,61.9,-3.47,-5.06,-9.04,-0.439,4.323,
159.4100,76.96,5.00,-3.397,92.9,-2.08,61.8,-5.74,-5.91,-10.75,-0.494,4.338,
159.4200,77.00,4.97,-3.121,92.4,-1.18,61.9,-3.43,-5.06,-9.02,-0.438,4.376,
159.4300,77.18,5.65,-3.417,92.6,-2.08,61.8,-5.75,-5.91,-10.74,-0.492,4.438,
159.4400,77.20,6.26,-3.139,92.6,-1.17,61.9,-3.46,-5.05,-9.02,-0.438,4.504,
159.4500,77.29,7.05,-3.441,93.2,-2.08,61.9,-5.75,-5.92,-10.75,-0.492,4.571,
159.4600,77.40,8.21,-3.168,93.0,-1.18,61.9,-3.45,-5.06,-9.03,-0.439,4.662,
159.4700,77.40,9.28,-3.454,91.8,-2.09,61.8,-5.75,-5.91,-10.75,-0.493,4.746,
159.4800,77.64,10.53,-3.192,92.4,-1.18,61.9,-3.46,-5.06,-9.04,-0.439,4.829,
159.4900,77.75,11.84,-3.487,92.7,-2.09,61.7,-5.75,-5.91,-10.75,-0.494,4.906,
159.5000,77.73,12.94,-3.219,92.8,-1.17,61.9,-3.45,-5.05,-9.02,-0.439,4.970,
159.5100,77.76,13.73,-3.510,92.2,-2.09,62.1,-5.74,-5.91,-10.75,-0.492,5.025,
159.5200,77.93,14.77,-3.238,92.4,-1.17,62.3,-3.44,-5.05,-9.03,-0.437,5.049,
159.5300,77.76,15.23,-3.515,92.2,-2.09,62.2,-5.72,-5.92,-10.76,-0.493,5.068,
159.5400,77.95,15.53,-3.235,92.6,-1.17,62.4,-3.44,-5.05,-9.03,-0.437,5.064,
159.5500,78.04,15.53,-3.510,92.6,-2.09,62.2,-5.76,-5.92,-10.75,-0.492,4.997,
159.5600,78.41,15.20,-3.223,92.4,-1.17,62.1,-3.45,-5.06,-9.02,-0.438,4.931,
159.5700,78.68,14.80,-3.498,92.9,-2.09,61.9,-5.76,-5.92,-10.75,-0.493,4.861,
159.5800,78.64,14.10,-3.203,92.7,-1.17,62.0,-3.42,-5.06,-9.03,-0.438,4.767,
159.5900,78.72,13.00,-3.469,92.4,-2.10,61.9,-5.75,-5.92,-10.76,-0.494,4.688,
159.6000,78.96,11.96,-3.168,92.5,-1.17,62.0,-3.44,-5.06,-9.02,-0.437,4.594,
159.6100,78.75,10.74,-3.434,93.0,-2.09,62.0,-5.77,-5.92,-10.75,-0.493,4.509,
159.6200,78.85,9.64,-3.141,93.3,-1.16,62.0,-3.44,-5.05,-9.01,-0.438,4.423,
159.6300,79.06,8.64,-3.409,92.3,-2.09,62.0,-5.73,-5.92,-10.75,-0.493,4.347,
159.6400,79.10,7.57,-3.121,92.2,-1.16,61.9,-3.43,-5.05,-9.02,-0.438,4.295,
159.6500,79.21,6.50,-3.387,92.4,-2.10,61.6,-5.78,-5.92,-10.77,-0.493,4.248,
159.6600,79.32,5.86,-3.122,92.6,-1.16,61.8,-3.44,-5.06,-9.01,-0.438,4.244,
159.6700,79.38,5.34,-3.377,93.1,-2.10,61.6,-5.78,-5.92,-10.76,-0.494,4.210,
159.6800,79.30,5.16,-3.100,92.3,-1.16,62.1,-3.41,-5.05,-9.02,-0.437,4.225,
159.6900,79.34,5.34,-3.377,92.2,-2.10,62.2,-5.79,-5.92,-10.76,-0.493,4.253,
159.7000,79.38,5.43,-3.109,92.7,-1.16,62.3,-3.45,-5.05,-9.02,-0.438,4.291,
159.7100,79.61,5.95,-3.389,92.7,-2.10,62.3,-5.80,-5.92,-10.76,-0.494,4.353,
159.7200,79.65,6.56,-3.133,92.3,-1.16,62.3,-3.45,-5.05,-9.01,-0.437,4.426,
159.7300,79.65,7.39,-3.418,92.7,-2.11,62.2,-5.81,-5.92,-10.76,-0.494,4.500,
159.7400,79.91,8.48,-3.167,92.3,-1.15,62.3,-3.41,-5.05,-9.00,-0.438,4.577,
159.7500,80.05,9.70,-3.446,92.6,-2.11,62.2,-5.79,-5.92,-10.76,-0.494,4.664,
159.7600,80.07,10.86,-3.178,92.6,-1.16,62.3,-3.42,-5.05,-9.02,-0.438,4.741,
159.7700,80.13,12.08,-3.461,92.8,-2.11,62.2,-5.80,-5.92,-10.76,-0.493,4.812,
159.7800,80.15,12.94,-3.206,92.6,-1.16,62.2,-3.44,-5.05,-9.01,-0.437,4.867,
159.7900,80.27,13.98,-3.484,92.6,-2.11,62.1,-5.80,-5.92,-10.75,-0.494,4.910,
159.8000,80.33,14.53,-3.218,93.0,-1.15,62.2,-3.44,-5.04,-9.01,-0.436,4.938,
159.8100,80.40,15.26,-3.491,92.6,-2.11,62.0,-5.80,-5.92,-10.77,-0.495,4.944,
159.8200,80.64,15.47,-3.215,92.7,-1.15,61.8,-3.43,-5.05,-9.02,-0.437,4.935,
159.8300,80.68,15.38,-3.487,92.5,-2.12,61.7,-5.80,-5.92,-10.77,-0.494,4.903,
159.8400,80.69,14.92,-3.196,92.6,-1.15,61.8,-3.42,-5.05,-9.01,-0.436,4.857,
159.8500,80.82,14.43,-3.469,92.6,-2.11,61.7,-5.79,-5.93,-10.78,-0.494,4.799,
159.8600,80.73,13.52,-3.188,92.5,-1.14,61.8,-3.42,-5.04,-9.01,-0.437,4.726,
159.8700,80.69,12.73,-3.439,92.4,-2.12,61.6,-5.80,-5.93,-10.77,-0.494,4.641,
159.8800,80.71,11.60,-3.152,92.6,-1.14,61.8,-3.42,-5.05,-9.02,-0.437,4.473,
159.8900,80.73,10.47,-3.409,93.2,-2.11,61.6,-5.80,-5.93,-10.77,-0.494,4.391,
159.9000,80.99,9.22,-3.129,92.6,-1.15,62.0,-3.40,-5.05,-9.00,-0.438,4.315,
159.9100,81.04,8.33,-3.379,92.7,-2.11,61.9,-5.81,-5.93,-10.77,-0.494,4.261,
159.9200,80.91,7.35,-3.109,92.9,-1.14,62.0,-3.41,-5.04,-9.01,-0.437,4.206,
159.9300,81.04,6.59,-3.377,92.4,-2.12,62.0,-5.81,-5.93,-10.78,-0.494,4.174,
159.9400,81.15,5.89,-3.093,92.5,-1.15,62.3,-3.40,-5.05,-9.01,-0.437,4.159,
159.9500,80.91,5.55,-3.359,92.5,-2.12,62.2,-5.81,-5.93,-10.78,-0.495,4.159,
159.9600,81.28,5.22,-3.126,92.4,-1.14,62.3,-3.42,-5.05,-9.01,-0.437,4.174,
159.9700,81.06,5.34,-3.361,92.7,-2.12,62.2,-5.81,-5.92,-10.76,-0.494,4.219,
159.9800,81.10,5.62,-3.096,92.7,-1.14,62.3,-3.40,-5.04,-9.00,-0.437,4.266,
159.9900,81.15,6.20,-3.383,92.5,-2.13,62.2,-5.80,-5.92,-10.76,-0.495,4.329,
160.0000,81.15,6.96,-3.127,92.7,-1.14,62.3,-3.40,-5.04,-9.00,-0.438,4.392,
160.0100,81.50,7.84,-3.398,93.0,-2.12,62.2,-5.80,-5.93,-10.78,-0.494,4.468,
160.0200,81.72,8.88,-3.158,92.2,-1.14,62.1,-3.41,-5.04,-9.00,-0.437,4.551,
160.0300,81.90,10.01,-3.434,92.5,-2.12,61.7,-5.82,-5.93,-10.78,-0.494,4.628,
160.0400,81.72,11.26,-3.187,93.2,-1.13,61.9,-3.39,-5.05,-9.01,-0.437,4.694,
160.0500,81.99,12.21,-3.455,93.2,-2.13,61.7,-5.81,-5.93,-10.79,-0.495,4.758,
160.0600,82.09,13.24,-3.204,92.0,-1.14,61.7,-3.38,-5.04,-9.00,-0.437,4.812,
160.0700,81.88,14.16,-3.471,92.6,-2.13,61.6,-5.82,-5.93,-10.78,-0.495,4.846,
160.0800,82.27,14.80,-3.214,92.9,-1.13,61.7,-3.40,-5.04,-9.00,-0.437,4.869,
160.0900,82.20,15.23,-3.473,92.7,-2.13,61.7,-5.82,-5.92,-10.79,-0.495,4.859,
160.1000,82.23,15.47,-3.210,92.7,-1.13,61.7,-3.39,-5.04,-9.01,-0.438,4.850,
160.1100,82.38,15.47,-3.457,92.1,-2.13,61.9,-5.81,-5.93,-10.78,-0.494,4.808,
160.1200,82.27,14.89,-3.191,92.7,-1.13,62.0,-3.38,-5.04,-9.01,-0.436,4.759,
160.1300,82.16,14.31,-3.451,92.5,-2.13,61.9,-5.83,-5.93,-10.79,-0.494,4.680,
160.1400,82.36,13.43,-3.170,92.7,-1.12,62.0,-3.38,-5.04,-9.00,-0.437,4.607,
160.1500,82.40,12.54,-3.419,92.5,-2.13,62.0,-5.82,-5.93,-10.78,-0.495,4.528,
160.1600,82.45,11.29,-3.139,93.1,-1.13,62.3,-3.38,-5.04,-9.01,-0.437,4.441,
160.1700,82.51,10.13,-3.389,92.2,-2.14,62.2,-5.82,-5.93,-10.79,-0.496,4.359,
160.1800,82.69,9.00,-3.116,92.2,-1.13,62.3,-3.39,-5.04,-9.00,-0.437,4.280,
160.1900,82.58,8.15,-3.368,92.8,-2.14,62.2,-5.84,-5.93,-10.79,-0.495,4.212,
160.2000,82.60,7.17,-3.097,92.5,-1.12,62.3,-3.38,-5.04,-9.01,-0.437,4.165,
160.2100,82.54,6.35,-3.345,92.8,-2.14,62.3,-5.83,-5.93,-10.80,-0.495,4.129,
160.2200,82.54,5.83,-3.090,93.0,-1.13,62.3,-3.37,-5.04,-9.00,-0.437,4.086,
160.2300,82.78,5.37,-3.355,92.2,-2.14,62.2,-5.83,-5.93,-10.79,-0.496,4.105,
160.2400,82.82,5.34,-3.093,92.7,-1.12,62.0,-3.38,-5.04,-9.00,-0.437,4.135,
160.2500,82.93,5.68,-3.353,93.2,-2.14,61.8,-5.85,-5.93,-10.80,-0.496,4.170,
160.2600,82.95,5.98,-3.099,92.6,-1.12,61.9,-3.37,-5.03,-9.00,-0.438,4.229,
160.2700,82.91,6.56,-3.371,92.5,-2.13,61.9,-5.84,-5.93,-10.80,-0.495,4.289,
160.2800,83.02,7.23,-3.119,93.2,-1.12,61.9,-3.37,-5.04,-9.00,-0.439,4.366,
160.2900,83.06,8.15,-3.393,92.3,-2.15,61.8,-5.84,-5.93,-10.80,-0.495,4.438,
160.3000,83.04,9.22,-3.148,92.6,-1.12,61.9,-3.37,-5.03,-9.00,-0.437,4.513,
160.3100,83.02,10.38,-3.422,92.8,-2.15,61.8,-5.86,-5.93,-10.80,-0.496,4.586,
160.3200,83.07,11.51,-3.174,92.6,-1.11,61.9,-3.36,-5.02,-8.99,-0.436,4.664,
160.3300,83.06,12.63,-3.440,92.7,-2.14,61.9,-5.86,-5.93,-10.80,-0.496,4.720,
160.3400,83.33,13.46,-3.192,93.2,-1.12,61.9,-3.38,-5.03,-8.99,-0.437,4.765,
160.3500,83.35,14.19,-3.464,92.6,-2.15,61.8,-5.87,-5.94,-10.80,-0.496,4.788,
160.3600,83.37,14.86,-3.207,92.2,-1.12,61.9,-3.40,-5.03,-8.99,-0.437,4.808,
160.3700,83.44,15.29,-3.462,92.7,-2.15,62.2,-5.90,-5.93,-10.81,-0.496,4.797,
160.3800,83.51,15.47,-3.201,92.2,-1.11,62.3,-3.38,-5.02,-8.98,-0.436,4.773,
160.3900,83.53,15.17,-3.445,92.5,-2.15,62.2,-5.90,-5.93,-10.81,-0.496,4.731,
160.4000,83.55,14.71,-3.179,92.9,-1.11,62.3,-3.37,-5.02,-8.98,-0.435,4.675,
160.4100,83.31,13.98,-3.429,92.1,-2.16,62.1,-5.90,-5.94,-10.81,-0.496,4.603,
160.4200,83.29,13.09,-3.159,92.5,-1.10,62.0,-3.40,-5.02,-8.98,-0.435,4.530,
160.4300,83.33,12.12,-3.396,93.0,-2.16,61.9,-5.91,-5.93,-10.81,-0.496,4.441,
160.4400,83.46,11.02,-3.135,92.7,-1.10,62.0,-3.38,-5.01,-8.98,-0.436,4.362,
160.4500,83.44,9.77,-3.368,92.7,-2.16,61.9,-5.90,-5.93,-10.82,-0.496,4.293,
160.4600,83.50,8.85,-3.111,92.8,-1.10,62.0,-3.36,-5.02,-8.98,-0.435,4.208,
160.4700,83.84,7.87,-3.355,92.1,-2.16,61.9,-5.88,-5.93,-10.81,-0.496,4.159,
160.4800,83.86,7.11,-3.096,92.2,-1.09,62.0,-3.35,-5.02,-8.98,-0.436,4.108,
160.4900,83.77,6.53,-3.349,92.8,-2.17,61.9,-5.89,-5.93,-10.81,-0.496,4.080,
160.5000,83.72,6.07,-3.087,92.9,-1.09,61.8,-3.33,-5.01,-8.97,-0.436,4.067,
160.5100,83.90,5.80,-3.339,92.6,-2.17,61.7,-5.88,-5.93,-10.82,-0.497,4.074,
160.5200,83.81,5.74,-3.095,93.1,-1.09,61.7,-3.32,-5.01,-8.95,-0.436,4.082,
160.5300,83.90,6.01,-3.342,92.8,-2.17,61.6,-5.88,-5.94,-10.80,-0.496,4.123,
160.5400,84.06,6.53,-3.101,92.4,-1.09,62.2,-3.32,-5.01,-8.97,-0.436,4.178,
160.5500,84.06,7.14,-3.367,92.7,-2.17,62.2,-5.90,-5.93,-10.82,-0.496,4.280,
160.5600,84.06,8.06,-3.132,92.4,-1.09,62.2,-3.33,-5.00,-8.97,-0.435,4.364,
160.5700,84.10,8.97,-3.380,92.5,-2.17,62.2,-5.91,-5.94,-10.83,-0.497,4.441,
160.5800,84.19,10.07,-3.147,93.0,-1.08,62.3,-3.33,-5.01,-8.98,-0.435,4.496,
160.5900,84.14,11.35,-3.402,92.7,-2.18,62.2,-5.90,-5.94,-10.82,-0.497,4.579,
160.6000,84.19,12.27,-3.170,92.6,-1.08,62.3,-3.32,-5.00,-8.97,-0.435,4.633,
160.6100,84.21,13.28,-3.424,92.7,-2.18,62.2,-5.89,-5.93,-10.83,-0.497,4.679,
160.6200,84.36,13.92,-3.191,92.6,-1.08,62.3,-3.30,-4.99,-8.95,-0.434,4.716,
160.6300,84.34,14.71,-3.444,92.4,-2.19,62.2,-5.91,-5.93,-10.81,-0.496,4.744,
160.6400,84.27,15.11,-3.195,93.2,-1.07,62.4,-3.29,-5.00,-8.93,-0.435,4.726,
160.6500,84.41,15.08,-3.441,92.4,-2.18,62.2,-5.89,-5.93,-10.79,-0.496,4.722,
160.6600,84.58,15.05,-3.194,92.6,-1.07,62.3,-3.30,-5.00,-8.95,-0.436,4.688,
160.6700,84.45,14.77,-3.429,92.6,-2.19,62.2,-5.91,-5.93,-10.82,-0.497,4.639,
160.6800,84.59,14.28,-3.176,92.7,-1.07,62.4,-3.29,-4.99,-8.94,-0.436,4.581,
160.6900,84.59,13.67,-3.409,92.3,-2.19,62.2,-5.92,-5.94,-10.82,-0.497,4.513,
160.7000,84.63,12.73,-3.157,92.7,-1.07,62.3,-3.30,-5.00,-8.94,-0.435,4.424,
160.7100,84.65,11.69,-3.381,92.8,-2.19,61.7,-5.89,-5.94,-10.82,-0.496,4.353,
160.7200,84.58,10.62,-3.124,92.4,-1.07,61.7,-3.30,-5.00,-8.96,-0.435,4.276,
160.7300,84.45,9.61,-3.347,92.4,-2.19,61.6,-5.91,-5.93,-10.82,-0.496,4.202,
160.7400,84.52,8.48,-3.103,92.5,-1.07,61.7,-3.30,-4.99,-8.95,-0.435,4.150,
